ntcse,uunn,amt,direccion,wgsy,wgsx
E450456,HUANUCO,A4260,CA - CASERIO CACERIO SAN PEDRO DE PESSER PAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.691715722,-76.27289498
E450457,HUANUCO,A4260,CA - CASERIO CACERIO BADO PAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.853177708,-76.28309297
E450458,HUANUCO,A4260,CA - CASERIO CACERIO CHARGUARHUASI CA - CARRETERA CARRETERA PRINCIPAL,-9.799206727,-76.28930299
E450459,HUANUCO,A4260,CA - CASERIO CACERIO CHUNA CA - CARRETERA CARRETERA PRINCIPAL,-9.894668683,-76.13886903
E450467,HUANUCO,A4260,CA - CASERIO CACERIO LLICATO CA - CARRETERA CARRETERA PRINCIPAL,-9.826903667,-76.25545603
E450468,HUANUCO,A4260,CA - CASERIO CACERIO MARAYHUAJAG CA - CARRETERA CARRETERA PRINCIPAL,-9.744992718,-76.40904801
E450469,HUANUCO,A4260,CA - CASERIO CACERIO PACAYPUCO CA - CARRETERA CARRETERA PRINCIPAL,-9.864619724,-76.13493401
E450470,HUANUCO,A4260,CA - CASERIO CACERIO PICAN CA - CARRETERA CARRETERA PRINCIPAL,-9.838044657,-76.29849797
E450471,HUANUCO,A4260,CA - CASERIO CACERIO PURO PURO CA - CARRETERA CARRETERA PRINCIPAL,-9.71087767,-76.32036199
E450479,HUANUCO,A4260,CA - CASERIO CACERIO UCHPAGAGA CA - CARRETERA CAMINO,-9.872369724,-76.307979
E450480,HUANUCO,A4260,CA - CASERIO CACERIO VILCABAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.856976707,-76.31326103
E450481,HUANUCO,A4260,CA - CASERIO CACERIO YANAPAGCHA (HUAJAG) CA - CARRETERA CARRETERA PRINCIPAL,-9.775069677,-76.39309401
E450482,HUANUCO,A4260,CA - CASERIO CACERIO ZANJAPAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.781197653,-76.31602299
E450483,HUANUCO,A4260,CA - CASERIO CACERIO AMPATAY CA - CARRETERA CARRETERA PRINCIPAL,-9.80497371,-76.28015403
E450484,HUANUCO,A4260,CA - CASERIO CACERIO TURU CA - CARRETERA CARRETERA PRINCIPAL,-9.807871696,-76.31201399
E450491,HUANUCO,A4260,CA - CASERIO CACERIO PUCARA DE CHOQUECANCHA CA - CARRETERA CARRETERA PRINCIPAL,-9.804034728,-76.26546301
E450492,HUANUCO,A4260,CA - CASERIO CACERIO CHINCHINGA DE KILICSHA CA - CARRETERA CARRETERA PRINCIPAL,-9.813721007,-76.27470399
E450493,HUANUCO,A4260,CA - CASERIO CACERIO PACAYPAMPA DE KILICSHA CA - CARRETERA CARRETERA PRINCIPAL,-9.80759868,-76.28567399
E450494,HUANUCO,A4260,CA - CASERIO CACERIO CAYAPOSO DE PICHUY CA - CARRETERA CARRETERA PRINCIPAL,-9.81367767,-76.23502898
E450383,HUANUCO,A4260,CA - CASERIO CACERIO MINAS CA - CARRETERA CARRETERA PRINCIPAL,-9.761979692,-76.25744503
E450384,HUANUCO,A4260,CA - CASERIO CACERIO OSGORO CA - CARRETERA CARRETERA PRINCIPAL,-9.781465676,-76.23554799
E450385,HUANUCO,A4260,CA - CASERIO CACERIO PACCHAYOG CA - CARRETERA CARRETERA PRINCIPAL,-9.810873658,-76.155677
E450386,HUANUCO,A4260,CA - CASERIO CACERIO PAGARISSHA CA - CARRETERA CARRETERA PRINCIPAL,-9.801249652,-76.192835
E450387,HUANUCO,A4260,CA - CASERIO CACERIO PAPAHUASI CA - CARRETERA CAMINO,-9.59131468,-76.32138199
E450388,HUANUCO,A4260,CA - CASERIO CACERIO PICHUY CA - CARRETERA CARRETERA PRINCIPAL,-9.741473645,-76.30967296
E450389,HUANUCO,A4260,CA - CASERIO CACERIO PUAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.801698671,-76.17036798
E450400,HUANUCO,A4260,CA - CASERIO CACERIO TINGO PAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.643641695,-76.29080143
E450401,HUANUCO,A4260,CA - CASERIO CACERIO VIRGEN DEL CARMEN DE INCACOHA CA - CARRETERA CARRETERA PRINCIPAL,-9.626147294,-76.29568092
E450402,HUANUCO,A4260,CA - CASERIO CACERIO YACAN CA - CARRETERA CARRETERA PRINCIPAL,-9.81366368,-76.14399901
E450403,HUANUCO,A4260,CA - CASERIO CACERIO JAMANA DE HUARICANCHA CA - CARRETERA CARRETERA PRINCIPAL,-9.681476284,-76.24456074
E450404,HUANUCO,A4260,CA - CASERIO CACERIO YACHOJ DE HUARICANCHA CA - CARRETERA CARRETERA PRINCIPAL,-9.688073974,-76.25019984
E450405,HUANUCO,A4260,CA - CASERIO CACERIO SUYWA  DE UTAO CA - CARRETERA CARRETERA PRINCIPAL,-9.723178655,-76.22728502
E451059,HUANUCO,A4257,VISTA ALEGRE DE RACCHA,-10.14247164,-76.29075935
E450449,HUANUCO,A4260,CA - CASERIO CACERIO ACOPAMPA DE YANAMACHAY CA - CARRETERA CARRETERA PRINCIPAL,-9.796318676,-76.19731101
E450450,HUANUCO,A4260,CA - CASERIO CACERIO CEBADAPATA CA - CARRETERA CARRETERA PRINCIPAL,-9.789020718,-76.15577696
E450451,HUANUCO,A4260,CA - CASERIO CACERIO RAMBRASHPATA CA - CARRETERA CARRETERA PRINCIPAL,-9.753775727,-76.26357703
E450452,HUANUCO,A4260,CA - CASERIO CACERIO RAYANPAMPA DE CHOGOBAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.726034717,-76.29146401
E450453,HUANUCO,A4260,CA - CASERIO CACERIO PABLO PAYOJ CA - CARRETERA CARRETERA PRINCIPAL,-9.744557656,-76.21374797
E450454,HUANUCO,A4260,CA - CASERIO CACERIO YURAJ ALLPA CA - CARRETERA CARRETERA PRINCIPAL,-9.698320641,-76.23997097
E450411,HUANUCO,A4260,CA - CASERIO CACERIO RUNAMATISH CA - CARRETERA CARRETERA PRINCIPAL,-9.751581651,-76.214737
E450412,HUANUCO,A4260,CA - CASERIO CACERIO GOTOSH CA - CARRETERA CARRETERA PRINCIPAL,-9.759516711,-76.21089999
E450413,HUANUCO,A4260,CA - CASERIO CACERIO CRUZ MISION ALTO CA - CARRETERA CARRETERA PRINCIPAL,-9.760092686,-76.21669296
E450414,HUANUCO,A4260,CA - CASERIO CACERIO CRUZ MISION BAJO CA - CARRETERA CARRETERA PRINCIPAL,-9.765264646,-76.21600598
E450415,HUANUCO,A4260,CA - CASERIO CACERIO SAN PEDRO DE PESSER CA - CARRETERA CARRETERA PRINCIPAL,-9.677802715,-76.279286
E450416,HUANUCO,A4260,CA - CASERIO CACERIO CABRAMAYOLOMA CA - CARRETERA CARRETERA PRINCIPAL,-9.782330714,-76.20863897
E450417,HUANUCO,A4260,CA - CASERIO CACERIO MARAYBAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.757688663,-76.21371204
E450372,HUANUCO,A4260,CA - CASERIO CACERIO CHUNAMPAMPA - HUAYLLAPAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.855969682,-76.17127503
E450373,HUANUCO,A4260,CA - CASERIO CACERIO COMUN CORRAL CA - CARRETERA CARRETERA PRINCIPAL,-9.735079656,-76.22431204
E450374,HUANUCO,A4260,CA - CASERIO CACERIO CONGONA CA - CARRETERA CARRETERA PRINCIPAL,-9.788546348,-76.23893027
E450375,HUANUCO,A4260,CA - CASERIO CACERIO GORGOR CA - CARRETERA CARRETERA PRINCIPAL,-9.719775643,-76.24827301
E450376,HUANUCO,A4260,CA - CASERIO CACERIO GUEGAYCHAN CA - CARRETERA CARRETERA PRINCIPAL,-9.753616719,-76.24959296
E450377,HUANUCO,A4260,CA - CASERIO CACERIO HUAGRICANCHA CA - CARRETERA CARRETERA PRINCIPAL,-9.775965695,-76.16175797
E450460,HUANUCO,A4260,CA - CASERIO CACERIO COCOROCHE CA - CARRETERA CARRETERA PRINCIPAL,-9.817295726,-76.23229799
E450461,HUANUCO,A4260,CA - CASERIO CACERIO CRUZ PATA CA - CARRETERA CAMINO,-9.863745672,-76.32809597
E450462,HUANUCO,A4260,CA - CASERIO CACERIO HOLERIAS CA - CARRETERA CARRETERA PRINCIPAL,-9.844810659,-76.32814802
E450463,HUANUCO,A4260,CA - CASERIO CACERIO HUANCANPAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.789384658,-76.31103499
E450464,HUANUCO,A4260,CA - CASERIO CACERIO HUAYCHAO CA - CARRETERA CARRETERA PRINCIPAL,-9.859637686,-76.12071503
E450465,HUANUCO,A4260,CA - CASERIO CACERIO ISHANCA CA - CARRETERA CAMINO,-9.679659681,-76.39111702
E450466,HUANUCO,A4260,CA - CASERIO CACERIO JATUN PUCRO CHICO CA - CARRETERA CARRETERA PRINCIPAL,-9.844404665,-76.29063597
E450424,HUANUCO,A4260,CA - CASERIO CACERIO HUANCABAMBA DE VILCABAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.785857709,-76.17579997
E450425,HUANUCO,A4260,CA - CASERIO CACERIO ANTIJIRCA CA - CARRETERA CARRETERA PRINCIPAL,-9.738896664,-76.21417999
E450426,HUANUCO,A4260,CA - CASERIO CACERIO SAN JUAN CRUZ CA - CARRETERA CARRETERA PRINCIPAL,-9.781507714,-76.2337905
E450427,HUANUCO,A4260,CA - CASERIO CACERIO PAMPA HERMOSA CA - CARRETERA CARRETERA PRINCIPAL,-9.750297694,-76.26692703
E450428,HUANUCO,A4260,CA - CASERIO CACERIO SAN JUAN DE ICNA CA - CARRETERA CARRETERA PRINCIPAL,-9.748970706,-76.28576403
E450429,HUANUCO,A4260,CA - CASERIO CACERIO CHOGOBAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.733938696,-76.285314
E450435,HUANUCO,A4260,CA - CASERIO CACERIO COCHAPAMPA  SHOGUE CA - CARRETERA CARRETERA PRINCIPAL,-9.785764715,-76.22148698
E450436,HUANUCO,A4260,CA - CASERIO CACERIO SIMON BOLIVAR QUENRA CA - CARRETERA CARRETERA PRINCIPAL,-9.796214706,-76.21550002
E450437,HUANUCO,A4260,CA - CASERIO CACERIO LIBERTAD CA - CARRETERA CARRETERA PRINCIPAL,-9.761516702,-76.21350497
E450438,HUANUCO,A4260,CA - CASERIO CACERIO SANTA CRUZ CA - CARRETERA CARRETERA PRINCIPAL,-9.793103649,-76.16251403
E450439,HUANUCO,A4260,CA - CASERIO CACERIO ROSAYOC CA - CARRETERA CARRETERA PRINCIPAL,-9.797693693,-76.15865999
E450440,HUANUCO,A4260,CA - CASERIO CACERIO HUALLUCRO CA - CARRETERA CARRETERA PRINCIPAL,-9.797868696,-76.16663903
E450441,HUANUCO,A4260,CA - CASERIO CACERIO PUQUIOPAMPA DE COCHABAMBA CA - CARRETERA CARRETERA PRINCIPAL,-9.782580717,-76.157697
E450472,HUANUCO,A4260,CA - CASERIO CACERIO RAMOS CA - CARRETERA CARRETERA PRINCIPAL,-9.785970686,-76.297626
E450473,HUANUCO,A4260,CA - CASERIO CACERIO ROSA PAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.82021765,-76.23447899
E450474,HUANUCO,A4260,CA - CASERIO CACERIO SACSACOCHAPAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.76208965,-76.38133797
E450475,HUANUCO,A4260,CA - CASERIO CACERIO SAN ANTONIO DE MARAY CA - CARRETERA CARRETERA PRINCIPAL,-9.742412648,-76.39447202
E450476,HUANUCO,A4260,CA - CASERIO CACERIO SAN CRISTOBAL DE QUERAPAMPA CA - CARRETERA CAMINO,-9.780252721,-76.41031701
E450477,HUANUCO,A4260,CA - CASERIO CACERIO SANTA ROSA DE PAMPA MACHAY CA - CARRETERA CARRETERA PRINCIPAL,-9.695586648,-76.31810598
E450478,HUANUCO,A4260,CA - CASERIO CACERIO SHIRIPATA CA - CARRETERA CAMINO,-9.795169641,-76.39331503
E450485,HUANUCO,A4260,CA - CASERIO CACERIO RARPAPATA CA - CARRETERA CARRETERA PRINCIPAL,-9.854912638,-76.20321297
E450486,HUANUCO,A4260,CA - CASERIO CACERIO ULTORRAGRA CA - CARRETERA CARRETERA PRINCIPAL,-9.738553723,-76.34892701
E450487,HUANUCO,A4260,CA - CASERIO CACERIO HUANIHUARGA DE ISHANCA CA - CARRETERA CAMINO,-9.662423721,-76.40433904
E450488,HUANUCO,A4260,CA - CASERIO CACERIO CRUZ LOMA DE CHOQUECANCHA CA - CARRETERA CARRETERA PRINCIPAL,-9.801597694,-76.28819098
E450489,HUANUCO,A4260,CA - CASERIO CACERIO MULLIPATA SECTOR ESTE CA - CARRETERA CARRETERA PRINCIPAL,-9.802123666,-76.27108
E450490,HUANUCO,A4260,CA - CASERIO CACERIO MULLIPATA SECTOR OESTE CA - CARRETERA CARRETERA PRINCIPAL,-9.802116661,-76.27766301
E450495,HUANUCO,A4260,CA - CASERIO CACERIO ÑILPAS DE SAN JUAN DE ÑAUZA CA - CARRETERA CARRETERA PRINCIPAL,-9.833065722,-76.21740403
E450496,HUANUCO,A4260,CA - CASERIO CACERIO QUILCAY DE YANAYACO CA - CARRETERA CARRETERA PRINCIPAL,-9.856086692,-76.309181
E450497,HUANUCO,A4260,CA - CASERIO CACERIO VERBENA PAMPA CA - CARRETERA CARRETERA PRINCIPAL,-9.805335707,-76.30625697
E450498,HUANUCO,A4260,CA - CASERIO CACERIO CHARQUIRAGRA CA - CARRETERA CARRETERA PRINCIPAL,-9.808997682,-76.30184203
E450252,HUANUCO,A4257,PILCOMARCA CA - CARRETERA PILCOMARCA,-10.01365135,-76.23593511
E450294,HUANUCO,A4253,COLPA BAJA CA - CARRETERA COLPA BAJA,-9.890672287,-76.22663259
E450296,HUANUCO,A4254,BRANCACHO CA - CARRETERA BRANCACHO,-9.927055731,-76.23317487
E450297,HUANUCO,A4257,MAGAPASH CA - CARRETERA MAGAPASH,-10.05353882,-76.2290443
E450338,HUANUCO,A4252,JR - JIRÓN D. BERAUM cdra 3,-9.927540033,-76.24393213
E450273,HUANUCO,A4257,INGENIO ALTO CA - CARRETERA CARR. AMBO-YANAHUANCA,-10.17107141,-76.23280793
E450221,HUANUCO,A4271,CPMA - CENTRO POBLADO MAYOR CENTRO POBLADO SAN MIGUEL DE QUEROSH CA - CARRETERA CENTRO POBLADO SAN MIGUEL DE QUEROSH,-9.526757457,-76.82722715
E450499,HUANUCO,A4260,CA - CASERIO CACERIO ACHIRAYOG CA - CARRETERA CARRETERA PRINCIPAL,-9.812540642,-76.29966601
E450500,HUANUCO,A4260,CA - CASERIO CACERIO SHAWINTUCRO CA - CARRETERA CARRETERA PRINCIPAL,-9.849580709,-76.14180003
E450340,HUANUCO,A4272,LLAMAPASHILUM CA - CARRETERA LLAMAPASHILUM,-10.19149964,-76.76518257
E450341,HUANUCO,A4272,CA - CASERIO CACERIO SANTA MARIA          CA - CARRETERA CACERIO SANTA MARIA,-10.18143593,-76.75239781
E450364,HUANUCO,A4256,HUÁNUCO JR - JIRÓN JR. LIBERTAD,-9.937631481,-76.24702765
E450342,HUANUCO,A4272,UR -  URBANIZACIÓN SAN FRANCISCO DE ASIS AV - AVENIDA SAN FRANCISCO DE ASIS,-10.01557881,-76.67008527
E420312,HUANUCO,A4257,BO - BARRIO ÑAUZA CL - CALLE ÑAUZACUCHO S/N,-10.07756129,-76.29058597
E420313,HUANUCO,A4257,BO - BARRIO RANCAY CL - CALLE S/N,-10.09175718,-76.30680961
E420299,HUANUCO,A4258,JACAS CHICO PQ - PARQUE JACAS CHICO  Plaza de armas,-9.886426249,-76.50309756
E420300,HUANUCO,A4268,CAHUAC CL - CALLE CAHUAC  Local consejo distrital  Mz. J,-9.853081837,-76.6305509
E420301,HUANUCO,A4268,CAHUAC CL - CALLE CAHUAC  Mz. I  lote 7,-9.853977417,-76.63198995
E420330,HUANUCO,A4272,CHACABAMBA CA - CARRETERA CHACABAMBA    Mz.  B,-9.904498439,-76.61254888
E420258,HUANUCO,A4259,"BO - BARRIO MOLINOS JR - JIRÓN MOLINOS   Mz. ""C""   lote  6",-9.908522667,-76.01754194
E420018,HUANUCO,A4253,CO - CONJUNTO HABITACIONAL CIUDAD HUNAUCO CL - CALLE DOS DE MAYO C-17,-9.923643397,-76.23796372
E420019,HUANUCO,A4253,CO - CONJUNTO HABITACIONAL CIUDAD HUANUCO PJ - PASAJE CONCEPCION,-9.926014585,-76.23917611
E420020,HUANUCO,A4253,CO - CONJUNTO HABITACIONAL CIUDAD HUANUCO CL - CALLE PROGRESO C-07,-9.927274145,-76.23722114
E420345,HUANUCO,A4260,BO - BARRIO NUEVA INDEPENDENCIA CL - CALLE NUEVA INDEPENDENCIA,-9.786489638,-76.06577409
E420346,HUANUCO,A4257,BO - BARRIO HUANCAPATA CA - CARRETERA HUANCAPATA,-10.12766395,-76.20142633
E420422,HUANUCO,A4259,CHACHASPATA CA - CARRETERA CARRETERA A PANAO,-9.869249599,-76.04852589
E421064,HUANUCO,A4268,SAHUAY CA - CARRETERA CHUPAN,-9.721100355,-76.58559612
E420332,HUANUCO,A4262,SAN LUIS SECTOR V AV - AVENIDA TUPAC AMARU 105,-9.937425116,-76.23969186
E420333,HUANUCO,A4257,AMBO CA - CARRETERA AMBO,-10.12813674,-76.20296965
E420334,HUANUCO,A4256,SANTA ROSA BAJA BJ - BAJADA CAMINO A SANTA ROSA BAJA,-9.926827404,-76.24846305
E420335,HUANUCO,A4258,OUIKI CA - CARRETERA CARRETERA HUANUCO LA UNION,-9.896894316,-76.42607449
E420336,HUANUCO,A4251,CO - CONJUNTO HABITACIONAL EL TINGO CL - CALLE EL TINGO,-9.940329981,-76.25503264
E420692,HUANUCO,A4258,LANJAS CA - CARRETERA LANJAS,-9.884714074,-76.37304011
E420723,HUANUCO,A4260,TAPRAJ CA - CARRETERA TAPRAJ,-9.781045162,-76.05133214
E420693,HUANUCO,A4258,MITO CA - CARRETERA MITO,-9.896277289,-76.43567195
E420653,HUANUCO,A4259,ESPERANZA-MATAMARCA CA - CARRETERA MATAMARCA,-9.910307751,-76.20133037
E420718,HUANUCO,A4260,HUAGUIN CA - CARRETERA CARRETERA A HUAGUIN,-9.750310762,-76.08811945
E420658,HUANUCO,A4259,LA ESPERANZA-MALCONGA II CA - CARRETERA MALCONGA II,-9.925509094,-76.17174233
E420660,HUANUCO,A4259,LA ESPERANZA-LLANQUIPAMPA CA - CARRETERA LLANQUIPAMPA,-9.924242982,-76.16033858
E420661,HUANUCO,A4259,LA ESPERANZA-PAUCAR CA - CARRETERA PAUCAR,-9.92959124,-76.17075691
E420659,HUANUCO,A4259,LA ESPERANZA-MALCONGA I CA - CARRETERA MALCONGA I,-9.92641253,-76.16674605
E420662,HUANUCO,A4259,LA ESPERANZA-PAUCAR CA - CARRETERA PAUCAR,-9.939800473,-76.17615505
E421046,HUANUCO,A4268,AGUA BLANCA CA - CARRETERA CHUPAN,-9.730499419,-76.59122443
E421065,HUANUCO,A4268,UNIÓN SAN CRISTOBAL - YAROWILCA CA - CARRETERA CHUPAN,-9.746667551,-76.64645651
E421071,HUANUCO,A4268,UNIÓN CUSPI CA - CARRETERA CHUPAN,-9.738531443,-76.59784388
E421048,HUANUCO,A4268,COCHAPAMPA CA - CARRETERA RAHUA,-9.685896552,-76.65839397
E421049,HUANUCO,A4268,COCHAPAMPA CA - CARRETERA RAHUA,-9.685319599,-76.65546593
E421068,HUANUCO,A4268,TUNAHUAYN CA - CARRETERA TUNAHUAYN,-9.74968905,-76.63506572
E421069,HUANUCO,A4268,UNION CHAUPIMARCA - YAROWILCA CA - CARRETERA AL COSTADO DEL CAMINO A CHUPAN,-9.729205573,-76.60571519
E421074,HUANUCO,A4268,YACCHAS CA - CARRETERA RAHUA,-9.711687473,-76.57489322
E421070,HUANUCO,A4268,ULLUY CA - CARRETERA A POMARES,-9.741419981,-76.62667372
E421032,HUANUCO,A4268,CONQUE CA - CARRETERA PAMPAMARCA,-9.703846043,-76.71053758
E421043,HUANUCO,A4269,PARIANCAS 2 CA - CARRETERA PAMPAMARCA,-9.791515147,-76.71579902
E421041,HUANUCO,A4268,URCUSH CA - CARRETERA PAMPAMARCA,-9.73995014,-76.6655954
E421034,HUANUCO,A4268,CANCHIS PATA CA - CARRETERA PAMPAMARCA,-9.708569268,-76.69758816
E421042,HUANUCO,A4268,TAMBO CA - CARRETERA PAMPAMARCA,-9.705580623,-76.72153391
E421414,HUANUCO,A4260,NUEVO PARAISO DE KILICSHA CA - CARRETERA QUERA,-9.809024607,-76.27761692
E421413,HUANUCO,A4260,SANTA ROSA DE SALVIA CA - CARRETERA santa maria del valle,-9.815924902,-76.26612905
E421416,HUANUCO,A4260,SAN JUAN PAMPA CA - CARRETERA QUERA,-9.824683207,-76.35641272
E421415,HUANUCO,A4260,SAN MIGUEL DE LLACSA CA - CARRETERA santa maria del valle,-9.792872717,-76.35428934
E421420,HUANUCO,A4260,SANTA CRUZ DE YANAYACO DE QUERA CA - CARRETERA santa maria del valle,-9.861637343,-76.32223105
E421815,HUANUCO,A4271,BO - BARRIO MALECON RONDOS CA - CARRETERA LOCALIDAD,-9.546486558,-76.81333874
E421792,HUANUCO,A4268,BO - BARRIO CONOC CA - CARRETERA CONOC,-9.677441616,-76.74702981
E421789,HUANUCO,A4268,BO - BARRIO SECTOR PARAC CA - CARRETERA PARAC,-9.658434923,-76.74507731
E421796,HUANUCO,A4268,BO - BARRIO SECTOR CONDORBAMBA CA - CARRETERA CONDORBAMBA,-9.671310798,-76.73855259
E421803,HUANUCO,A4258,BO - BARRIO HUAMALLY CA - CARRETERA HUAMALLY,-9.919195185,-76.46522956
E420062,HUANUCO,A4251,AMARILIS JR - JIRÓN LAS CUCARDAS 275,-9.941502489,-76.24808856
E420133,HUANUCO,A4251,CU - CIUDAD UNIVERSITARIA UNHEVAL AV - AVENIDA UNIVERSITARIA,-9.950649374,-76.24846949
E420106,HUANUCO,A4257,PA - PARCELA TOMAYQUICHUA CL - CALLE LINDERO,-10.09580356,-76.20639212
E420107,HUANUCO,A4257,BO - BARRIO AYANCOCHA PL - PLAZA PLAZA PRINCIPAL,-10.10994266,-76.20837185
E420191,HUANUCO,A4270,JR - JIRÓN COMERCIO Nº 316,-9.831641507,-76.80239914
E420192,HUANUCO,A4270,CL - CALLE Jr. 10 DE MAYO  C-1  La Union,-9.835589833,-76.80386804
E420284,HUANUCO,A4258,CANCHAN CA - CARRETERA CARRETERA LA UNION,-9.920800302,-76.30966305
E420141,HUANUCO,A4266,CAYHUAYNA CL - CALLE GRIFO DELTA,-9.957952194,-76.24789374
E420146,HUANUCO,A4257,BO - BARRIO AYANCOCHA CL - CALLE JUAN CRESPO CASTILLO S/N,-10.11450899,-76.20773675
E420164,HUANUCO,A4257,LAS PAMPAS CA - CARRETERA LAS PAMPAS,-10.04397056,-76.2221597
E420169,HUANUCO,A4254,UR -  URBANIZACIÓN URB. MARIA LUISA CL - CALLE CALLE S/N,-9.918201389,-76.22964374
E420266,HUANUCO,A4259,CD - CIUDADELA CHAGLLA JR - JIRÓN MAYRO CDRA 1,-9.845869036,-75.90242549
E420267,HUANUCO,A4259,"CD - CIUDADELA CHAGLLA JR - JIRÓN CHAGLLA  Mz.""H""  lote  03",-9.843590023,-75.90309926
E420268,HUANUCO,A4259,BO - BARRIO COCHACAYA CA - CARRETERA COCHACAYA,-9.85039438,-75.90555281
E420294,HUANUCO,A4260,PA - PARCELA CULCUY CA - CARRETERA CARRETERA CENTRAL,-9.882677414,-76.1964879
E420295,HUANUCO,A4260,CD - CIUDADELA CULCUY CA - CARRETERA CARRETERA CENTRAL,-9.878299684,-76.18991579
E420293,HUANUCO,A4251,CO - CONJUNTO HABITACIONAL SIN NOMBRE CJ - CALLEJÓN LEON DE HUANUCO Nº 169,-9.941894615,-76.25133722
E420289,HUANUCO,A4254,CO - CONJUNTO HABITACIONAL MARIA LUISA BJ - BAJADA MARIA LUISA,-9.917889595,-76.22869199
E420154,HUANUCO,A4272,CHORAS CL - CALLE SAN ANTONIO,-9.91085203,-76.60558953
E420185,HUANUCO,A4272,GARU PUCA PUCA CA - CARRETERA PRINCIPAL,-9.89931614,-76.60049108
E420210,HUANUCO,A4258,CO - CONJUNTO HABITACIONAL CHASQUI CL - CALLE CHASQUI,-9.884512126,-76.49712975
E420202,HUANUCO,A4258,ROSAPAMPA CL - CALLE ROSAPAMPA - YAROWILCA,-9.871819482,-76.49247744
E420297,HUANUCO,A4269,PUNCURIN CL - CALLE PUNCURIN - DOS DE MAYO,-9.800913014,-76.79091432
E420700,HUANUCO,A4252,CIUDAD HUANUCO JR - JIRÓN GENERAL PRADO,-9.93024269,-76.24144107
E420666,HUANUCO,A4254,AH - ASENTAMIENTO HUMANO LAS TERRAZAS DE LLICUA CL - CALLE 10 DE AGOSTO,-9.930436718,-76.23347645
E420667,HUANUCO,A4254,AH - ASENTAMIENTO HUMANO CANTERAS DE LLICUA 0 CA - CARRETERA HUANUCO 6,-9.925805086,-76.23035089
E420650,HUANUCO,A4258,HUANCAPALLAC-PUNCHAO CA - CARRETERA HUANPALLAC,-9.898377304,-76.41408805
E420651,HUANUCO,A4258,HUARGUESH-HUANCAPALLAC CA - CARRETERA HUANCAPALLAC,-9.898392461,-76.41031534
E420647,HUANUCO,A4260,JECA-TARUCA CA - CARRETERA CARRETERA - JECA,-9.853200291,-76.15548564
E420648,HUANUCO,A4260,GR - GRUPO MACUAY BJ - BAJADA MACUAY,-9.835547001,-76.136328
E420612,HUANUCO,A4268,CRUZPAMPA CA - CARRETERA CRUZPAMPA,-9.726473237,-76.66668232
E420704,HUANUCO,A4271,LLATA-SAN MIGUEL DE QUEROSH CA - CARRETERA LLATA,-9.525193694,-76.82618317
E421038,HUANUCO,A4268,HUALPACHIN CA - CARRETERA HUALPACHIN,-9.718039798,-76.67650185
E421044,HUANUCO,A4269,PARIANCAS 2 CA - CARRETERA PARIANCAS 2,-9.78110698,-76.71765647
E420812,HUANUCO,A4268,RARAJ CA - CARRETERA PACHAS,-9.731072562,-76.77317407
E420848,HUANUCO,A4257,CA - CASERIO CACERIO CUCHICANCHA CA - CARRETERA CARRETERA A CONCHAMARCA,-10.02994521,-76.21820801
E421122,HUANUCO,A4269,PARIANCAS CA - CARRETERA PAMPAMARCA,-9.792873387,-76.72280852
E420593,HUANUCO,A4257,PV - PUEBLO JOVEN CHINCHUBAMBA CA - CARRETERA TOMAYQUICHUA,-10.06897728,-76.17209713
E420588,HUANUCO,A4257,CA - CARRETERA MOCRA,-10.07674357,-76.20177201
E420589,HUANUCO,A4257,RETAMAYOG CA - CARRETERA TOMAYQUICHUA,-10.07165809,-76.20465476
E420590,HUANUCO,A4257,LUCMAS CA - CARRETERA TOMAYQUICHUA,-10.05923733,-76.19233913
E420591,HUANUCO,A4257,MAMACOTO CA - CARRETERA TOMAYQUICHUA,-10.06452859,-76.18319601
E421259,HUANUCO,A4268,QUINUAJIRCA CA - CARRETERA MARIAS,-9.60370048,-76.67338501
E421260,HUANUCO,A4268,HUANCAYLO 1 CA - CARRETERA HUANCAYLO 1,-9.60504572,-76.65598628
E421261,HUANUCO,A4268,HUANCAYLO 2 CA - CARRETERA HUANCAYLO 2,-9.602095122,-76.65261171
E421262,HUANUCO,A4268,MAYNAS 1 CA - CARRETERA MAYNAS 1,-9.606162935,-76.64520401
E421263,HUANUCO,A4268,LACSI CA - CARRETERA LACSI,-9.604298189,-76.63054778
E420383,HUANUCO,A4271,CO - CONJUNTO HABITACIONAL PUÑOS CL - CALLE SANTA ROSA,-9.49975874,-76.88756144
E420324,HUANUCO,A4257,ÑAUZILLA ALTA PL - PLAZA PRINCIPAL,-10.05007524,-76.25027496
